FastText_News,Label
"['coronavirusoutbreak', 'wake', 'covid', 'threat', 'sri', 'sitarama', 'tiru', 'kalyana', 'mahotsavam', 'annual', 'mega', 'religi', 'fete', 'conduct', 'simpl', 'customari', 'manner', 'templ', 'priest']",1
"['posit', 'covid', 'case', 'countri', 'indian', 'council', 'medic', 'research', 'icmr', 'said', 'specif', 'plan', 'involv', 'privat', 'laboratori', 'covid', 'test', 'number', 'rise']",1
"['precautionari', 'measur', 'wake', 'covid', 'outbreak', 'punjab', 'haryana', 'high', 'court', 'decid', 'restrict', 'function', 'urgent', 'case', 'till', 'order', 'coronavirusoutbreak']",1
"['support', 'global', 'coalit', 'found', 'india', 'norway', 'us', 'begun', 'phase', 'one', 'clinic', 'trial', 'investig', 'vaccin', 'design', 'protect', 'covid', 'coronavirusoutbreak']",1
"['canada', 'close', 'border', 'foreign', 'nation', 'except', 'us', 'citizen', 'perman', 'resid', 'prime', 'minist', 'justin', 'trudeau', 'urg', 'peopl', 'limit', 'social', 'contact', 'stem', 'spread', 'covid', 'coronaviru']",1
"['opinion', 'life', 'time', 'covid', 'total', 'unpreced']",1
"['dmv', 'hospit', 'work', 'expand', 'test', 'free', 'bed', 'covid', 'case', 'climb']",1
"['labour', 'mp', 'alarm', 'covid', 'law', 'pass', 'without', 'vote']",1
"['retir', 'student', 'medic', 'may', 'call', 'tackl', 'covid', 'uk']",1
"['kevin', 'durant', 'among', 'four', 'brooklyn', 'net', 'player', 'test', 'posit', 'covid']",1
"['uk', 'failur', 'covid', 'increas', 'death', 'toll', 'say', 'lead', 'doctor']",1
"['test', 'rosena', 'allinkhan', 'question', 'pm', 'delay', 'covid', 'respons', 'video']",1
"['uk', 'bank', 'set', 'detail', 'covid', 'mortgag', 'holiday']",1
"['longer', 'crimin', 'trial', 'england', 'wale', 'delay', 'due', 'covid']",1
"['market', 'slide', 'pound', 'tumbl', 'covid', 'crisi', 'deepen', 'busi', 'live']",1
"['covid', 'fastspread', 'diseas', 'jump', 'anim', 'human', 'china', 'infect', 'peopl', 'caus', 'nearli', 'death', 'nation', 'coronaviru']",1
"['slim', 'chanc', 'break', 'chain', 'covid', 'infect', 'noor', 'hisham', 'abdullah', 'director', 'gener', 'health', 'malaysia', 'post', 'facebook', 'coronavirusoutbreak']",1
"['gawd', 'palkar', 'famili', 'mumbai', 'suppos', 'host', 'wed', 'thursday', 'decid', 'postpon', 'ceremoni', 'face', 'grow', 'covid', 'threat', 'coronaviru', 'covidindia', 'saurabhv']",1
"['number', 'covid', 'case', 'maharashtra', 'goe']",1
"['first', 'patient', 'novel', 'covid', 'case', 'west', 'bengal', 'defi', 'get', 'admit', 'test', 'twice', 'met', 'sever', 'peopl', 'test', 'posit', 'coronaviru', 'shreya']",1
"['patient', 'travel', 'phillippin', 'singapor', 'sri', 'lanka', 'later', 'diagnos', 'covid', 'coronaviru', 'covidindia', 'pkhelkar']",1
"['fir', 'lodg', 'wife', 'bengaluru', 'techi', 'test', 'covid', 'posit', 'action', 'taken', 'quarantin', 'period', 'end', 'coronavirusoutbreak']",1
"['ghaziabad', 'patient', 'test', 'neg', 'novel', 'coronaviru', 'covid', 'coronaviru', 'covidindia', 'kumarkunalmedia']",1
"['confirm', 'covid', 'case', 'india']",1
"['donald', 'trump', 'realli', 'announc', 'covid', 'vaccin', 'readi', 'coronavirusoutbreak']",1
"['cant', 'claim', 'vip', 'statu', 'avoid', 'covid', 'test', 'west', 'bengal', 'chief', 'minist', 'mamata', 'banerje', 'slam', 'teen', 'covid', 'coronavirusoutbreak', 'pictwittercombxopqevn']",1
"['meghalaya', 'govern', 'wednesday', 'decid', 'shut', 'tourist', 'spot', 'state', 'part', 'measur', 'prevent', 'possibl', 'transmiss', 'outbreak', 'novel', 'coronaviru', 'covid']",1
"['ttd', 'introduc', 'time', 'slot', 'system', 'prevent', 'measur', 'check', 'covid', 'tirupati', 'covidindia']",1
"['work', 'home', 'strategi', 'well', 'establish', 'sector', 'wont', 'easi', 'adopt', 'manufactur', 'sector', 'wake', 'covid', 'due', 'variou', 'infrastructur', 'bottleneck', 'expert', 'say', 'coronavirusindia', 'staysafestayhom']",1
"['three', 'doctor', 'institut', 'nephrourolog', 'karnataka', 'home', 'quarantin', 'sinc', 'tuesday', 'one', 'doctor', 'relat', 'yearold', 'girl', 'test', 'posit', 'covid', 'covidindia']",1
"['bihar', 'govern', 'declar', 'covid', 'epidem', 'issu', 'bihar', 'epidem', 'diseas', 'covid', 'regul', 'give', 'legal', 'power', 'govern', 'conduct', 'mass', 'screen', 'suspect', 'patient', 'includ', 'forcibl', 'isol', 'coronaviru']",1
"['issu', 'bihar', 'epidem', 'diseas', 'covid', 'regul', 'give', 'legal', 'power', 'govern', 'offici', 'conduct', 'mass', 'screen', 'suspect', 'patient', 'covidindia']",1
"['suprem', 'court', 'wednesday', 'took', 'note', 'nonavail', 'midday', 'meal', 'children', 'school', 'mani', 'part', 'countri', 'shut', 'due', 'coronaviru', 'covid', 'pandem']",1
"['number', 'peopl', 'die', 'covid', 'england', 'rise', 'pictwittercomjkalhisvrw']",1
"['coronaviru', 'map', 'covid', 'spread', 'across', 'world']",1
"['coronaviru', 'live', 'news', 'call', 'covid', 'enemi', 'human', 'itali', 'death', 'jump']",1
"['im', 'frighten', 'live', 'hold', 'nh', 'surgeri', 'postpon', 'due', 'covid']",1
"['australian', 'stuck', 'peru', 'amid', 'covid', 'outbreak', 'advis', 'book', 'charter', 'flight', 'home']",1
"['guardian', 'front', 'page', 'friday', 'march', 'trial', 'begin', 'covid', 'vaccin', 'uk', 'next', 'month', 'pictwittercombzfneiifpl']",1
"['pm', 'narendramodi', 'address', 'nation', 'urg', 'indian', 'commit', 'fight', 'covid', 'help', 'curb', 'spread', 'stay', 'safe', 'coronaviru', 'covid', 'coronavirusoutbreak']",1
"['precautionari', 'move', 'taken', 'contain', 'spread', 'covid']",1
"['prime', 'minist', 'make', 'request', 'day', 'navratri', 'fight', 'covid', 'pm', 'modi', 'address', 'coronaviru', 'live', 'updat', 'coronaviru', 'covid', 'coronavirusoutbreak', 'pictwittercommdwdyipstn']",1
"['coronavirusoutbreak', 'four', 'covid', 'suspect', 'board', 'train', 'maharashtra', 'prepar', 'state', 'combat', 'coronaviru', 'journovidya', 'report', 'watch', 'firstup', 'poojashali', 'full', 'show', 'pictwittercommpyhucfl']",1
"['awar', 'rural', 'punjab', 'coronaviru', 'threat', 'peopl', 'think', 'onion', 'water', 'liquor', 'cure', 'covid', 'india', 'today', 'manjeetsehg', 'speak', 'villag', 'know', 'reporterdiari', 'video', 'pictwittercomhhcmptmr']",1
"['watch', 'pm', 'war', 'covid', 'janata', 'curfew', 'task', 'forc', 'major', 'seriou', 'diseas', 'lurk', 'countri', 'say', 'dr', 'vk', 'paul', 'member', 'niti', 'aayog', 'health', 'serious', 'coronaviru', 'pictwittercompeswntyqa']",1
"['peopl', 'age', 'highest', 'risk', 'die', 'due', 'covid', 'accord', 'case', 'record', 'analys', 'diseas', 'control', 'prevent', 'center', 'china', 'south', 'korea', 'coronaviru']",1
"['score', 'dabbawala', 'suppli', 'food', 'mumbaikar', 'suspend', 'servic', 'march', 'till', 'month', 'end', 'owe', 'covid', 'threat', 'coronavirusindia']",1
"['world', 'wealthiest', 'nation', 'pour', 'unpreced', 'aid', 'traumatis', 'global', 'economi', 'thursday', 'covid', 'case', 'balloon', 'current', 'epicentr', 'europ', 'even', 'wane', 'pandem', 'point', 'origin', 'china']",1
"['first', 'time', 'coronaviru', 'broke', 'china', 'said', 'new', 'domest', 'case', 'covid', 'confirm', 'even', 'eight', 'fatal', 'report', 'take', 'death', 'toll', 'countri']",1
"['covid', 'add', 'woe', 'telangana', 'jailbird']",1
"['ministri', 'human', 'resourc', 'develop', 'direct', 'cbse', 'educ', 'institut', 'postpon', 'examin', 'till', 'march', 'view', 'covid', 'outbreak', 'coronavirusindia']",1
"['yearold', 'youth', 'travel', 'delhi', 'chennai', 'train', 'test', 'posit', 'covid', 'alreadi', 'isol', 'ward', 'rajiv', 'gandhi', 'govern', 'gener', 'hospit', 'coronavirusindia']",1
"['parliamentari', 'panel', 'pull', 'railway', 'give', 'satisfactori', 'repli', 'measur', 'taken', 'contain', 'spread', 'covid', 'coronaviru']",1
"['assam', 'tea', 'tribe', 'student', 'associ', 'attsa', 'demand', 'closur', 'estat', 'till', 'march', 'view', 'covid', 'outbreak', 'coronaviru']",1
"['covid', 'pandem', 'significantli', 'increas', 'global', 'unemploy', 'leav', 'million', 'peopl', 'work', 'dramat', 'slash', 'worker', 'incom', 'unit', 'nation', 'said', 'coronaviruspandem']",1
"['us', 'repres', 'mario', 'diazbalart', 'said', 'test', 'posit', 'covid', 'becom', 'first', 'member', 'congress', 'known', 'contract', 'viru', 'coronaviru']",1
"['two', 'women', 'includ', 'yearold', 'studi', 'unit', 'kingdom', 'test', 'posit', 'covid', 'gurugram', 'took', 'total', 'number', 'posit', 'case', 'gurugram', 'four', 'click', 'live', 'updat']",1
"['govt', 'india', 'set', 'covid', 'task', 'forc', 'financ', 'minist', 'task', 'forc', 'creat', 'overse', 'impact', 'covid', 'economi', 'updat', 'pictwittercomvqpwz']",1
"['ministri', 'road', 'transport', 'highway', 'advis', 'state', 'union', 'territori', 'take', 'necessari', 'step', 'contain', 'covid', 'restrict', 'public', 'transport', 'coronaviru']",1
"['act', 'order', 'state', 'govern', 'popular', 'tourist', 'destin', 'madurai', 'close', 'gate', 'visitor', 'wake', 'covid', 'coronavirusindia']",1
"['mitig', 'transmiss', 'covid', 'union', 'territori', 'jammu', 'kashmir', 'bu', 'dervic', 'mini', 'bu', 'servic', 'cab', 'auto', 'passeng', 'servic', 'shall', 'pli', 'srinagar', 'immedi', 'effect', 'read', 'order', 'issu', 'region', 'transport', 'offic', 'kashmir']",1
"['get', 'corona', 'get', 'corona', 'miami', 'spring', 'breaker', 'say', 'covid', 'hasnt', 'stop', 'parti']",1
"['thousand', 'australian', 'strand', 'oversea', 'countri', 'close', 'border', 'covid', 'fear']",1
"['afl', 'shut', 'least', 'day', 'player', 'test', 'posit', 'covid']",1
"['covid', 'lockdown', 'turn', 'qatar', 'largest', 'migrant', 'camp', 'virtual', 'prison']",1
"['dont', 'take', 'lightli', 'charli', 'austin', 'say', 'suffer', 'acut', 'covid', 'symptom']",1
"['extinct', 'rebellion', 'protest', 'stay', 'away', 'court', 'covid', 'fear']",1
"['covid', 'posit', 'liabil', 'neg', 'watch', 'ttp', 'preetichoudhri', 'itlivestream']",1
"['indiafightscorona', 'recommend', 'indian', 'govt', 'lockdown', 'due', 'covid', 'afwafactcheck', 'arjundeodia']",1
"['indiafightscorona', 'telangana', 'wit', 'spurt', 'number', 'covid', 'case', 'sinc', 'wednesday']",1
"['indiafightscorona', 'test', 'posit', 'covid', 'kerala', 'ernakulam', 'take', 'india', 'count', 'coronaviru', 'india', 'live', 'updat', 'pictwittercomtbjpopkngb']",1
"['coronaviru', 'india', 'test', 'posit', 'gujarat', 'confirm', 'covid', 'case', 'cross', 'detail', 'pictwittercomezhvskgn']",1
"['pilgrim', 'permit', 'annual', 'festiv', 'sabarimala', 'begin', 'march', 'due', 'covid', 'threat', 'devaswom', 'minist', 'kadakamp', 'surendran', 'said', 'ad', 'person', 'test', 'posit', 'district', 'coronavirusoutbreak']",1
"['exercis', 'power', 'vest', 'govern', 'epidem', 'diseas', 'covid', 'regul', 'order', 'issu', 'health', 'secretari', 'nitesh', 'jha', 'said', 'said', 'coronavirusoutbreak']",1
"['rais', 'issu', 'loksabha', 'friday', 'mr', 'reddi', 'said', 'ayush', 'ministri', 'issu', 'advisori', 'prescrib', 'medicin', 'treatment', 'covid', 'contradict', 'union', 'ministri', 'health', 'advisori', 'coronavirusoutbreak']",1
"['issu', 'notif', 'defer', 'elect', 'due', 'measur', 'taken', 'state', 'govern', 'prevent', 'spread', 'covid', 'assam', 'state', 'elect', 'commission', 'alok', 'kumar', 'said', 'bodolandpol', 'coronavirusoutbreak']",1
"['telangana', 'chief', 'minist', 'kchandrasekhar', 'rao', 'request', 'prime', 'minist', 'narend', 'modi', 'utilis', 'facil', 'centr', 'cellular', 'molecular', 'biolog', 'ccmb', 'test', 'sampl', 'covid', 'case', 'coronavirusoutbreak']",1
"['opposit', 'parti', 'reiter', 'demand', 'close', 'parliament', 'face', 'covid', 'outbreak', 'friday', 'least', 'mp', 'gone', 'selfquarantin', 'come', 'directli', 'indirectli', 'contact', 'patient', 'coronavirusoutbreak']",1
"['haryana', 'govern', 'home', 'depart', 'advis', 'district', 'magistr', 'impos', 'section', 'crpc', 'respect', 'area', 'view', 'situat', 'emerg', 'covid', 'report', 'berwaltweet', 'coronavirusoutbreak']",1
"['even', 'covid', 'sicken', 'passeng', 'costa', 'luminosa', 'dock', 'franc', 'slow', 'act', 'prevent', 'infect', 'despit', 'two', 'previou', 'seriou', 'outbreak', 'parent', 'compani', 'ship']",1
"['dc', 'extend', 'closur', 'restrict', 'end', 'april', 'follow', 'first', 'covid', 'death']",1
"['everyon', 'role', 'play', 'reduc', 'slow', 'transmiss', 'covid', 'physic', 'social', 'distanc', 'one', 'way', 'prevent', 'spread', 'covid', 'mean', 'avoid', 'crowd', 'place', 'maintain', 'distanc', 'other', 'prevent', 'tip', 'stayathom', 'pictwittercomumbfugvu']",1
"['new', 'report', 'cdcmmwr', 'show', 'seriou', 'diseas', 'death', 'covid', 'us', 'higher', 'older', 'age', 'group', 'similar', 'countri', 'commun', 'encourag', 'hand', 'hygien', 'social', 'distanc', 'help', 'slow', 'spread', 'covid', 'protect', 'older', 'adult', 'pictwittercomjjpykvtfbj']",1
"['covid', 'vlog', 'junior', 'doctor', 'share', 'insight', 'amid', 'coronaviru', 'outbreak', 'video']",1
"['french', 'design', 'give', 'away', 'homemad', 'mask', 'covid', 'crisi']",1
"['coronaviru', 'happen', 'peopl', 'lung', 'get', 'covid']",1
"['biggest', 'stori', 'ever', 'journalist', 'cope', 'covid']",1
"['us', 'secretari', 'state', 'mike', 'pompeo', 'blame', 'russia', 'china', 'iran', 'spread', 'disinform', 'covid', 'coronaviru']",1
"['militari', 'action', 'north', 'korea', 'highli', 'inappropri', 'time', 'covid', 'caus', 'difficulti', 'worldwid', 'jc', 'said', 'call', 'immedi', 'stop', 'coronaviru']",1
"['boy', 'resid', 'gurugram', 'palam', 'vihar', 'area', 'fifth', 'person', 'region', 'symptom', 'covid']",1
"['rajnath', 'singh', 'said', 'collect', 'action', 'need', 'hour', 'arrest', 'spread', 'covid', 'everyon', 'role', 'play', 'jantacurfewmarch']",1
"['here', 'railway', 'tackl', 'covid', 'coronaviru']",1
"['major', 'chunk', 'student', 'local', 'colleg', 'one', 'lectur', 'test', 'posit', 'covid', 'last', 'week', 'coronaviru']",1
"['come', 'kerala', 'place', 'possibl', 'primari', 'secondari', 'contact', 'covid', 'patient', 'surveil', 'kerala', 'coronaviru']",1
"['woman', 'earli', 'return', 'scotland', 'march', 'subsequ', 'admit', 'beliaghata', 'id', 'hospit', 'citi', 'symptom', 'covid', 'offici', 'said', 'coronaviru']",1
"['former', 'rajasthan', 'chief', 'minist', 'vasundhara', 'raje', 'son', 'dushyant', 'singh', 'test', 'neg', 'covid', 'covid', 'coronavirusoutbreak', 'coronaviruscrisi', 'ankurwadhawan']",1
"['health', 'ministri', 'saturday', 'morn', 'said', 'total', 'confirm', 'case', 'novel', 'coronaviru', 'covid', 'report', 'across', 'countri']",1
"['vadodara', 'man', 'test', 'posit', 'covid', 'coronaviru', 'live', 'updat', 'pictwittercomuinfjnpoc']",1
"['india', 'covid', 'count', 'mount', 'coronaviru', 'live', 'news', 'updat', 'covid', 'coronavirusoutbreak', 'coronaviruscrisi', 'pictwittercommqlvfdvtd']",1
"['faith', 'mean', 'aliv', 'social', 'organis', 'agra', 'covid', 'coronavirusoutbreak', 'coronaviruscrisisindiatodayinindiastorycoronavirusinindiapeopleagraavoidvisitingreligioussiteswakecovidoutbreak']",1
"['deepli', 'appreci', 'pm', 'bhutan', 'nepal', 'contribut', 'covid', 'fund', 'pictwittercomafwsnbzt']",1
"['coronaviru', 'case', 'india', 'see', 'biggest', 'jump', 'day', 'coronavirusindia', 'coronavirusoutbreakindia', 'coronaviruspandem', 'covid', 'read', 'pictwittercomjmgkkcz']",1
"['polic', 'complaint', 'file', 'covid', 'kanika', 'kapoor', 'neglig', 'pictwittercomiusebgh']",1
"['number', 'coronaviru', 'case', 'india', 'rise', 'coronavirusindia', 'coronavirusoutbreakindia', 'coronaviruspandem', 'covid', 'ndtv', 'x', 'pictwittercomuhqqkanjga']",1
"['breakingnew', 'yearold', 'woman', 'test', 'posit', 'coronaviru', 'west', 'bengal', 'ladi', 'arriv', 'india', 'edinburgh', 'scotland', 'total', 'number', 'covid', 'case', 'state', 'rise', 'coronavirusoutbreakindia', 'ndtv', 'x']",1
"['author', 'shut', 'market', 'srinagar', 'measur', 'control', 'spread', 'coronaviru', 'four', 'peopl', 'test', 'posit', 'covid', 'jammu', 'kashmir', 'ani', 'coronavirusoutbreakindia', 'coronavirusindia', 'coronaviruspandem', 'ndtv', 'x', 'pictwittercompseatrnyp']",1
"['number', 'coronaviru', 'case', 'india', 'rise', 'coronavirusindia', 'coronavirusoutbreakindia', 'coronaviruspandem', 'covid', 'ndtv', 'x', 'pictwittercomafebzdsi']",1
"['appeal', 'peopl', 'panic', 'coronaviru', 'weve', 'suffici', 'stock', 'essenti', 'commod', 'medicin', 'state', 'yogi', 'adityanath', 'uttar', 'pradesh', 'chief', 'minist', 'coronavirusindia', 'covid', 'coronavirusoutbreakindia', 'ndtv', 'x', 'pictwittercomvtuihapj']",1
"['must', 'adher', 'janta', 'curfew', 'call', 'prime', 'minist', 'metro', 'rail', 'state', 'citi', 'bu', 'servic', 'state', 'remain', 'close', 'tomorrow', 'yogi', 'adityanath', 'uttar', 'pradesh', 'chief', 'minist', 'coronavirusindia', 'covid', 'ndtv', 'x', 'pictwittercomjqnvpm']",1
"['rais', 'issu', 'loksabha', 'friday', 'mr', 'reddi', 'said', 'ayush', 'ministri', 'issu', 'advisori', 'prescrib', 'medicin', 'treatment', 'covid', 'contradict', 'union', 'ministri', 'health', 'advisori', 'coronavirusoutbreak']",1
"['mani', 'fresh', 'case', 'report', 'march', 'number', 'covid', 'posit', 'person', 'countri', 'stood', 'icmr', 'said', 'covidindia']",1
"['follow', 'link', 'download', 'pandem', 'notebook', 'handi', 'guid', 'hindu', 'understand', 'coronaviruspandem', 'stay', 'protect', 'covid']",1
"['exclus', 'centr', 'look', 'set', 'postpon', 'houselist', 'censu', 'updat', 'npr', 'schedul', 'kick', 'certain', 'state', 'april', 'owe', 'covid', 'pandem', 'coronavirusoutbreakindia']",1
"['netflix', 'come', 'million', 'relief', 'fund', 'use', 'support', 'member', 'entertain', 'creativ', 'commun', 'wake', 'televis', 'film', 'product', 'shut', 'due', 'covid', 'coronavirusoutbreak']",1
"['health', 'ministri', 'offici', 'said', 'still', 'investig', 'case', 'person', 'tamilnadu', 'test', 'posit', 'covid', 'reportedli', 'travel', 'histori', 'affect', 'countri', 'contact', 'anyon', 'test', 'posit', 'covid']",1
"['flight', 'amsterdam', 'delhi', 'carri', 'indian', 'passeng', 'includ', 'pregnant', 'woman', 'allow', 'land', 'delhi', 'worri', 'covid', 'hour', 'given', 'clearanc', 'arriv', 'sourc', 'confirm', 'coronavirusindia']",1
"['vip', 'senior', 'offici', 'arunach', 'pradesh', 'could', 'name', 'shame', 'social', 'media', 'evad', 'screen', 'checkpoint', 'covid', 'pandem', 'covidindia']",1
"['fiveday', 'budget', 'session', 'delhi', 'assembl', 'held', 'singl', 'day', 'march', 'view', 'covid', 'pandem', 'govern', 'offici', 'said', 'saturday', 'session', 'held', 'march', 'coronaviru']",1
"['major', 'flight', 'restrict', 'impos', 'new', 'york', 'caus', 'nationwid', 'disrupt', 'covid', 'case']",1
"['coronaviru', 'happen', 'peopl', 'lung', 'get', 'covid']",1
"['rand', 'paul', 'becom', 'first', 'senat', 'test', 'posit', 'covid']",1
"['uk', 'militari', 'planner', 'draft', 'help', 'feed', 'vulner', 'covid', 'outbreak']",1
"['covid', 'restrict', 'disrupt', 'astronaut', 'prepar', 'iss']",1
"['time', 'like', 'whatev', 'reason', 'state', 'may', 'low', 'test', 'public', 'need', 'reassur', 'india', 'test', 'person', 'covid', 'may', 'enough', 'indiatodaymagazin']",1
"['indiafightscorona', 'railway', 'announc', 'suspens', 'passeng', 'servic', 'march', 'midnight', 'march', 'midnight', 'covidindia']",1
"['number', 'confirm', 'covid', 'case', 'reach', 'maharashtra', 'new', 'case', 'detect', 'till', 'sunday', 'morn', 'kirantar', 'covidoutbreak', 'covidindia', 'coronaviruspandem']",1
"['indiafightscorona', 'singer', 'kanika', 'kapoor', 'famili', 'member', 'claim', 'report', 'declar', 'posit', 'covid', 'state', 'age', 'instead', 'gender', 'male', 'covidindia']",1
"['interst', 'bu', 'servic', 'westbeng', 'remain', 'suspend', 'till', 'march', 'prevent', 'measur', 'check', 'spread', 'coronaviru', 'covidindia', 'covidoutbreak']",1
"['jammuandkashmir', 'accord', 'administr', 'bulletin', 'novel', 'coronaviru', 'covid', 'peopl', 'homequarantin', 'hospit', 'isol']",1
"['centr', 'identifi', 'district', 'across', 'countri', 'report', 'covid', 'case', 'ask', 'state', 'govern', 'put', 'lockdown', 'coronavirusoutbreakindia']",1
"['indiafightscorona', 'suburban', 'train', 'servic', 'also', 'remain', 'suspend', 'till', 'march', 'midnight', 'covidindia', 'milanreport', 'poulomimsaha']",1
"['till', 'date', 'covid', 'posit', 'case', 'confirm', 'karnataka', 'includ', 'one', 'death']",1
"['batch', 'indian', 'evacu', 'itali', 'view', 'covid', 'outbreak', 'brought', 'back', 'countri', 'sunday', 'covidindia']",1
"['indiafightscorona', 'passeng', 'disembark', 'new', 'complex', 'howrah', 'station', 'examin', 'medic', 'offic', 'westbeng', 'govt', 'covidindia']",1
"['bengali', 'carpent', 'ijarul', 'flee', 'kerala', 'deadli', 'covid', 'outbreak']",1
"['propos', 'came', 'centr', 'saturday', 'open', 'door', 'privat', 'laboratori', 'carri', 'test', 'covid', 'coronaviruspandem', 'coronavirusindia']",1
"['indiafightscorona', 'chemistri', 'depart', 'manipur', 'univers', 'made', 'hand', 'sanitis', 'covidindia']",1
"['lifeintimeofcorona', 'start', 'wide', 'rang', 'econom', 'impact', 'covid', 'outbreak', 'hit', 'hard', 'dont', 'perman', 'contract', 'latest', 'issu', 'indiatodaymagazin', 'cover', 'global', 'pandem', 'extens', 'subscrib', 'pictwittercomxuzgayduei']",1
"['resid', 'gather', 'larg', 'number', 'mumbai', 'kalyan', 'show', 'support', 'work', 'tirelessli', 'control', 'pandem', 'covid', 'reporterdiari', 'divyesha', 'video', 'bajeminut', 'covidindia', 'pictwittercombwodavmwz']",1
"['indiafightscorona', 'dr', 'naresh', 'trehan', 'medanta', 'hospit', 'talk', 'import', 'lockdown', 'fight', 'covid', 'like', 'benefit', 'common', 'citizen', 'listen', 'itvideo', 'pictwittercomoszslakg']",1
"['jantacurfew', 'ye', 'shall', 'overcom', 'covid', 'thane', 'mumbai', 'bajeminut', 'pictwittercomyrlaay']",1
"['question', 'polic', 'case', 'covid', 'posit', 'kanika', 'kapoor', 'ndtvnewsbeep', 'coronaviru', 'kanikakapoor', 'pictwittercomutxjevytgb']",1
"['janatacurfew', 'uttar', 'pradesh', 'extend', 'till', 'monday', 'covidindia', 'pictwittercomeuzgzeosu']",1
"['fight', 'covid', 'train', 'metro', 'interst', 'buse', 'till', 'march', 'coronaviruspandem', 'coronavirusoutbreak', 'covidindia', 'pictwittercomdipotpq']",1
"['covid', 'patient', 'evad', 'screen', 'employe', 'show', 'symptom', 'pictwittercomfqgcgyi']",1
"['covid', 'test', 'cost', 'rs', 'centr', 'privat', 'lab', 'pictwittercomfbfvfd']",1
"['privat', 'lab', 'regist', 'far', 'conduct', 'covid', 'test', 'balram', 'bhargava', 'director', 'indian', 'council', 'medic', 'research', 'director', 'coronavirusoutbreak', 'coronaviruspandem', 'ndtv', 'x']",1
"['yearold', 'child', 'suspect', 'covid', 'test', 'found', 'neg', 'covid', 'posit', 'case', 'assam', 'far', 'himanta', 'biswa', 'sarma', 'assam', 'minist', 'coronaviruspandem', 'coronavirusoutbreak', 'ndtv', 'x', 'pictwittercomtnpfbxfz']",1
"['govt', 'instruct', 'follow', 'spread', 'covid', 'brought', 'control', 'say', 'rajinikanth']",1
"['karnataka', 'chief', 'minist', 'bs', 'yediyurappa', 'said', 'sunday', 'bed', 'victoria', 'hospit', 'use', 'special', 'tackl', 'covid', 'patient', 'hospit', 'shift', 'hospit', 'coronavirusoutbreak']",1
"['iitdelhi', 'team', 'develop', 'cheap', 'covid', 'test']",1
"['pandem', 'covid', 'new', 'world', 'import', 'stay', 'protect', 'everi', 'manner', 'possibl', 'coronavirusoutbreak', 'medic', 'insur']",1
"['follow', 'inform', 'jameel', 'ahm', 'pfi', 'activist', 'brought', 'indonesian', 'preacher', 'karimnagar', 'town', 'march', 'polic', 'nab', 'march', 'shift', 'hospit', 'test', 'covid', 'coronavirusoutbreak']",1
"['cochair', 'empow', 'committe', 'covid', 'respons', 'india', 'dr', 'vk', 'paul', 'said', 'chang', 'circumst', 'spread', 'diseas', 'call', 'revis', 'test', 'strategi', 'marshal', 'resourc', 'contain', 'pandem', 'coronavirusoutbreak']",1
"['fresh', 'confirm', 'case', 'covid', 'report', 'chandigarh', 'sunday', 'administr', 'notifi', 'lock', 'nonessenti', 'establish', 'till', 'march', 'coronavirusoutbreak', 'lockdown']",1
"['karnataka', 'chief', 'minist', 'bs', 'yediyurappa', 'said', 'sunday', 'bed', 'victoria', 'hospit', 'use', 'special', 'tackl', 'covid', 'patient', 'hospit', 'shift', 'hospit', 'coronavirusoutbreak']",1
"['cochair', 'empow', 'committe', 'covid', 'respons', 'india', 'dr', 'vk', 'paul', 'said', 'chang', 'circumst', 'spread', 'diseas', 'call', 'revis', 'test', 'strategi', 'marshal', 'resourc', 'contain', 'pandem', 'coronavirusoutbreak']",1
"['nation', 'carrier', 'airindia', 'unveil', 'second', 'set', 'costcut', 'measur', 'surviv', 'covid', 'outbreak', 'also', 'ensur', 'remain', 'attract', 'sold']",1
"['despatch', 'dhaka', 'subdistrict', 'km', 'dhaka', 'becom', 'first', 'potenti', 'hotspot', 'covid', 'case', 'come', 'partial', 'lockdown']",1
"['perspect', 'presid', 'trump', 'must', 'act', 'immedi', 'protect', 'doctor', 'nurs', 'covid']",1
"['parent', 'urg', 'send', 'children', 'school', 'covid']",1
"['govern', 'rescu', 'packag', 'enough', 'firm', 'affect', 'covid']",1
"['coronaviru', 'map', 'covid', 'spread', 'across', 'world']",1
"['coronaviru', 'happen', 'peopl', 'lung', 'get', 'covid']",1
"['coronaviru', 'coronavirusoutbreak', 'univers', 'basic', 'incom', 'could', 'start', 'point', 'modi', 'govern', 'india', 'covid', 'case', 'rise', 'everi', 'day', 'prabhashrinkoo']",1
"['case', 'kerala', 'second', 'highest', 'number', 'covid', 'case', 'india', 'coronavirusoutbreak']",1
"['sitin', 'protest', 'morland', 'road', 'caa', 'nrc', 'npr', 'temporarili', 'call', 'wake', 'covid', 'coronavirusoutbreak']",1
"['afwafactcheck', 'pictur', 'show', 'hall', 'full', 'coffin', 'gone', 'viral', 'social', 'media', 'claim', 'coffin', 'covid', 'patient', 'die', 'singl', 'day', 'itali', 'arjundeodia']",1
